chrom,start,end,mid,n_snp,mean,wsum,z,emp_p,desert,peak,published_desert
2,98000000,99000000,98500000,10,0.04551740181190792,77377.0,-0.9783231645098791,0.24696097248880358,False,False,False
2,103000000,104000000,103500000,16,0.0926849829482316,130485.0,-0.11497758557449239,0.8969929622520794,False,False,False
2,105000000,106000000,105500000,23,0.10649729346565279,186216.0,0.13784006868751628,0.8944337811900192,False,False,False
2,106000000,107000000,106500000,27,0.0777290016496026,220053.0,-0.3887287515605731,0.6653870761356366,False,False,False
2,107000000,108000000,107500000,13,0.06060744069306129,98808.0,-0.7021182364608114,0.42226487523992323,False,False,False
2,108000000,109000000,108500000,11,0.029588736303172405,83596.0,-1.269878139643362,0.11388355726167626,False,False,False
2,109000000,110000000,109500000,12,0.10899936207053677,109730.0,0.18363741118800106,0.8586052463211772,False,False,False
2,117000000,118000000,117500000,10,0.17727569621756428,67364.0,1.4333532077514397,0.2687140115163148,False,False,False
2,118000000,119000000,118500000,16,0.08041480765030733,128204.0,-0.3395683180440689,0.7024952015355086,False,False,False
2,119000000,120000000,119500000,25,0.12060295647387546,214377.0,0.39602718582851315,0.7191298784388995,False,False,False
2,121000000,122000000,121500000,19,0.0656491050038857,155699.0,-0.6098366632199361,0.4798464491362764,False,False,False
2,122000000,123000000,122500000,10,0.10877076493661392,81327.0,0.1794532168711631,0.8650031989763276,False,False,False
2,123000000,124000000,123500000,10,0.0977057857789855,70656.0,-0.023077856518861028,0.9801663467690339,False,False,False
2,124000000,125000000,124500000,11,0.10379593183585924,84854.0,0.08839490817679588,0.9341010876519513,False,False,False
2,125000000,126000000,125500000,13,0.09140311522542732,94953.0,-0.1384406253276754,0.872680742162508,False,False,False
2,126000000,127000000,126500000,30,0.10183015088437875,223151.0,0.05241366316211122,0.9609724888035829,False,False,False
2,127000000,128000000,127500000,26,0.13892030236295458,201612.0,0.7313040690220896,0.5412667946257198,False,False,False
2,130000000,131000000,130500000,11,0.04361446082080294,80604.0,-1.0131541999809819,0.2328854766474728,False,False,False
2,133000000,134000000,133500000,12,0.16023784199687705,88378.0,1.1214958735060732,0.3659628918746001,False,False,False
2,135000000,136000000,135500000,10,0.09336820474500278,80295.0,-0.10247203613853802,0.9123480486244402,False,False,False
2,137000000,138000000,137500000,16,0.14722527018292775,133058.0,0.8833164698668902,0.4580934101087652,False,False,False
2,139000000,140000000,139500000,11,0.02679658952496955,87847.0,-1.3209850125977551,0.09468969929622521,False,False,False
2,140000000,141000000,140500000,11,0.18680895008605852,72625.0,1.6078479005457431,0.21753039027511195,False,False,False
2,141000000,142000000,141500000,16,0.06657289366854213,112328.0,-0.5929278279502902,0.4926423544465771,False,False,False
2,142000000,143000000,142500000,10,0.17067487608207532,70813.0,1.3125331711069606,0.2981445937300064,False,False,False
2,148000000,149000000,148500000,10,0.05620104029579495,79785.0,-0.7827720713692412,0.3570057581573896,False,False,False
2,149000000,150000000,149500000,13,0.12600402176753275,88021.0,0.49488715978697034,0.6602687140115163,False,False,False
2,151000000,152000000,151500000,22,0.10183240223463688,156625.0,0.05245487140822373,0.9596928982725528,False,False,False
2,152000000,153000000,152500000,12,0.021139831174959375,95365.0,-1.4245251389924527,0.06269993602047345,False,False,False
2,154000000,155000000,154500000,15,0.22831612203517707,106035.0,2.3675865289229754,0.10492642354446577,False,False,False
2,156000000,157000000,156500000,15,0.024275254250334347,103933.0,-1.3671350082076381,0.0780550223928343,False,False,False
2,157000000,158000000,157500000,20,0.14008518108707882,161773.0,0.7526257665151602,0.525911708253359,False,False,False
2,158000000,159000000,158500000,12,0.03127542717656631,98320.0,-1.2390053012765483,0.13179782469609724,False,False,False
2,159000000,160000000,159500000,36,0.24655601754546286,262632.0,2.7014457765179656,0.07677543186180422,False,False,False
2,160000000,161000000,160500000,45,0.42012139958856703,334927.0,5.8783503714357765,0.007677543186180422,False,True,False
2,161000000,162000000,161500000,46,0.218523586188706,363963.0,2.188345992818689,0.1253998720409469,False,False,False
2,162000000,163000000,162500000,39,0.08380523145069121,309742.0,-0.2775107071117037,0.7498400511836213,False,False,False
2,163000000,164000000,163500000,24,0.03546688136332377,178857.0,-1.1622857970266145,0.163787587971849,False,False,False
2,164000000,165000000,164500000,26,0.04250195540602801,186662.0,-1.0335172673303896,0.22264875239923224,False,False,False
2,166000000,167000000,166500000,10,0.018717004215481597,75199.0,-1.468872058923434,0.0563019833653231,False,False,False
2,168000000,169000000,168500000,13,0.034938599914684294,110179.0,-1.1719553506083062,0.1561100447856686,False,False,False
2,169000000,170000000,169500000,24,0.09371974149384134,177636.0,-0.09603758072167189,0.9149072296865003,False,False,False
2,170000000,171000000,170500000,11,0.05701817234416729,76765.0,-0.7678154565848253,0.37364043506078054,False,False,False
2,171000000,172000000,171500000,16,0.10711821221933227,131873.0,0.14920523620199844,0.8880358285348688,False,False,False
2,173000000,174000000,173500000,30,0.06317721816898093,212450.0,-0.6550815648903369,0.4465770953294946,False,False,False
2,174000000,175000000,174500000,15,0.14416405343341812,121497.0,0.8272845962116858,0.4836852207293666,False,False,False
2,175000000,176000000,175500000,10,0.0672730204332913,68222.0,-0.5801128535021933,0.5054382597568778,False,False,False
2,176000000,177000000,176500000,12,0.07011335330458351,91131.0,-0.5281239923382579,0.5502239283429302,False,False,False
2,178000000,179000000,178500000,15,0.05275555900701509,115893.0,-0.8458374430993579,0.31477927063339733,False,False,False
2,179000000,180000000,179500000,27,0.11009827587948327,198014.0,0.2037517006157958,0.835572616762636,False,False,False
2,180000000,181000000,180500000,11,0.1428563391691795,88876.0,0.8033484667485681,0.49392194497760716,False,False,False
2,181000000,182000000,181500000,15,0.1882785205322346,94169.0,1.6347466118443632,0.20857325655790146,False,False,False
2,182000000,183000000,182500000,23,0.08088642180258698,173484.0,-0.3309359908497358,0.710172744721689,False,False,False
2,183000000,184000000,183500000,22,0.16313761409936514,158305.0,1.1745726979751432,0.345489443378119,False,False,False
2,191000000,192000000,191500000,10,0.08175704356130949,75388.0,-0.31500031155031155,0.7242482405630198,False,False,False
2,192000000,193000000,192500000,21,0.21704118558285093,159449.0,2.161212440950147,0.13051823416506717,False,False,False
2,194000000,195000000,194500000,17,0.25513807818708,122322.0,2.85853002664479,0.061420345489443376,False,False,False
2,195000000,196000000,195500000,14,0.14262897062335803,100488.0,0.7991867602523922,0.49776071657069737,False,False,False
2,199000000,200000000,199500000,14,0.012324990795200278,105923.0,-1.5858701409524008,0.020473448496481125,True,False,False
2,200000000,201000000,200500000,10,0.10901529485966573,76104.0,0.18392904164101995,0.8573256557901472,False,False,False
2,201000000,202000000,201500000,15,0.11649785971889852,118676.0,0.3208883500194827,0.7664747280870121,False,False,False
2,202000000,203000000,202500000,11,0.08464483925742744,87749.0,-0.26214270072845647,0.7690339091490723,False,False,False
2,203000000,204000000,203500000,14,0.10010075957215936,103216.0,0.020759244858602564,0.982725527831094,False,False,False
2,204000000,205000000,204500000,11,0.08364704019102616,82083.0,-0.280406206973427,0.7472808701215611,False,False,False
2,205000000,206000000,205500000,11,0.029170103589754588,93349.0,-1.2775407056181234,0.11004478566858605,False,False,False
2,206000000,207000000,206500000,15,0.07550183783078916,122699.0,-0.4294942941263478,0.6410748560460653,False,False,False
2,208000000,209000000,208500000,20,0.101792396038669,169438.0,0.051722606331516416,0.9622520793346129,False,False,False
2,210000000,211000000,210500000,12,0.03695936311787071,84160.0,-1.1349677219125713,0.17402431222008957,False,False,False
2,213000000,214000000,213500000,12,0.08996779728745034,85086.0,-0.1647123858518714,0.854766474728087,False,False,False
2,215000000,216000000,215500000,11,0.07815701746337585,65394.0,-0.3808944392716397,0.673064619321817,False,False,False
2,217000000,218000000,217500000,10,0.02949412663199622,82491.0,-1.271609855355016,0.1126039667306462,False,False,False
2,220000000,221000000,220500000,11,0.21439199889464006,94087.0,2.112722279700814,0.13691618682021753,False,False,False
2,223000000,224000000,223500000,20,0.08460896918116327,152277.0,-0.262799259131764,0.7677543186180422,False,False,False
