genetic_id,group_id,country,date_bp,snps,reason
I2704.AG,USA_California_LateHolocene_Chumash_Barbareno,USA,598.0,757571.0,non_eurasian:Americas
I2705.AG,USA_California_LateHolocene_Chumash_Barbareno,USA,651.0,717036.0,non_eurasian:Americas
I2706.AG,USA_California_LateHolocene_Chumash_Barbareno,USA,621.0,322002.0,non_eurasian:Americas
I2708.AG,USA_California_3000BP,USA,3225.0,195774.0,non_eurasian:Americas
I2709.AG,USA_California_4900BP,USA,5407.0,345726.0,non_eurasian:Americas
I2710.AG,USA_California_7400BP,USA,7823.0,305125.0,non_eurasian:Americas
I2711.AG,USA_California_7400BP,USA,7369.0,555127.0,non_eurasian:Americas
I2712.AG,USA_California_7400BP,USA,7698.0,49008.0,non_eurasian:Americas
I2713.AG,USA_California_4900BP,USA,5105.0,12812.0,non_eurasian:Americas
I2954.AG,Pakistan_Historic,Pakistan,2316.0,5860.0,qc_assessment:CRITICAL
I3065.AG,Scotland_Mesolithic,United Kingdom,6290.0,16018.0,qc_assessment:CRITICAL
I3496.AG,Spain_IA,Spain,2200.0,140772.0,qc_assessment:MERGE_CRITICAL
I3562.AG,USA_California_3000BP,USA,3200.0,14556.0,non_eurasian:Americas
I3563.AG,USA_California_3000BP,USA,3200.0,26535.0,non_eurasian:Americas
I3564.AG,USA_California_3000BP,USA,3330.0,809736.0,non_eurasian:Americas
I3565.AG,USA_California_3000BP,USA,3115.0,805462.0,non_eurasian:Americas
I3587.AG,Germany_StkrStraubing_BellBeaker-1,Germany,4175.0,8280.0,qc_assessment:CRITICAL
I3592.AG,Germany_StkrStraubing_BellBeaker,Germany,4260.0,18186.0,qc_assessment:CRITICAL
I3607.AG,Germany_KunzingBruck_BellBeaker,Germany,4200.0,10344.0,low_snps:10344
I3686.AG,Italy_Campania_ImperialRoman,Italy,1871.0,63780.0,qc_assessment:CRITICAL
I3778.AG,Spain_EarlyMedieval,Spain,1300.0,29533.0,low_snps:29533
I3945.AG,Armenia_KarmirBlur_Urartian,Armenia,2600.0,16163.0,low_snps:16163
I4004.AG,Russia_Kalmykia_EMBA_EasternManych,Russia,4188.0,20997.0,low_snps:20997
I4156.AG,Uzbekistan_BA,Uzbekistan,3400.0,24890.0,low_snps:24890
I4159.AG,Uzbekistan_BA,Uzbekistan,3400.0,248618.0,qc_assessment:CRITICAL
I4181.AG,Hungary_MN_LBK,Hungary,7050.0,11385.0,low_snps:11385
I4183.AG,Hungary_LN_Sopot,Hungary,6743.0,11464.0,low_snps:11464
I4314.AG,Uzbekistan_BA1-1,Uzbekistan,3756.0,4581.0,low_snps:4581
I4319.AG,Kazakhstan_MLBA_Petrovka-o,Kazakhstan,3632.0,7359.0,low_snps:7359
I4419.AG,Vanuatu_150BP,Vanuatu,140.0,740635.0,non_eurasian:Oceania
I4424.AG,Vanuatu_150BP,Vanuatu,140.0,758659.0,non_eurasian:Oceania
I4425.AG,Vanuatu_150BP,Vanuatu,135.0,689054.0,non_eurasian:Oceania
I4933.AG,Italy_Sicily_BellBeaker,Italy,4150.0,1041.0,qc_assessment:CRITICAL
I5249.AG,Turkey_Ancient-1,Turkey,2071.0,39877.0,qc_assessment:CRITICAL
I5364.AG,Wales_IA,United Kingdom,2644.0,29197.0,low_snps:29197
I5469.AG,Scotland_EBA_C,United Kingdom,3517.0,5371.0,low_snps:5371
I5470.AG,Scotland_EBA_C,United Kingdom,3477.0,9026.0,low_snps:9026
I5473.AG,Scotland_EBA_C,United Kingdom,4200.0,8698.0,low_snps:8698
I5656.AG,Germany_IrlbachLKR_BellBeaker,Germany,4200.0,3737.0,low_snps:3737
I6138.AG,Sudan_Kulubnarti21R2_KulubnartiR_Christian,Sudan,1223.0,79132.0,non_eurasian:Africa
I6139.AG,Sudan_Kulubnarti21R2_KulubnartiR_Christian,Sudan,1223.0,136618.0,non_eurasian:Africa
I6140.AG,Sudan_Kulubnarti21R2_KulubnartiR_Christian,Sudan,1177.0,270557.0,non_eurasian:Africa
I6141.AG,Sudan_Kulubnarti21R2_KulubnartiR_Christian,Sudan,1090.0,277187.0,non_eurasian:Africa
I6181.AG,Romania_Mesolithic_N_Starcevo,Romania,7600.0,128833.0,qc_assessment:CRITICAL
I6218.AG,Turkmenistan_BA1-1,Turkmenistan,4000.0,4826.0,low_snps:4826
I6250.AG,Sudan_Kulubnarti21R2_KulubnartiR_Christian,Sudan,1138.0,92716.0,non_eurasian:Africa
I6251.AG,Sudan_Kulubnarti21R2_KulubnartiR_Christian,Sudan,1115.0,307769.0,non_eurasian:Africa
I6252.AG,Sudan_Kulubnarti21R2_KulubnartiR_Christian-oNilotic,Sudan,1155.0,320105.0,non_eurasian:Africa
I6254.AG,Sudan_Kulubnarti21S46_KulubnartiS_Christian,Sudan,999.0,291407.0,non_eurasian:Africa
I6255.AG,Sudan_Kulubnarti21S46_KulubnartiS_Christian,Sudan,1138.0,588418.0,non_eurasian:Africa
I6256.AG,Sudan_Kulubnarti21S46_KulubnartiS_Christian,Sudan,1119.0,351917.0,non_eurasian:Africa
I6257.AG,Sudan_Kulubnarti21S46_KulubnartiS_Christian,Sudan,1127.0,294755.0,non_eurasian:Africa
I6258.AG,Sudan_Kulubnarti21S46_KulubnartiS_Christian,Sudan,1177.0,363526.0,non_eurasian:Africa
I6466.AG,Portugal_C,Portugal,4450.0,3794.0,low_snps:3794
I6467.AG,Portugal_C,Portugal,4450.0,11913.0,low_snps:11913
I6476.AG,Czechia_BellBeaker,Czechia,4100.0,25441.0,low_snps:25441
I6481.AG,Germany_Weichering_BellBeaker,Germany,4250.0,6479.0,low_snps:6479
I6482.AG,Germany_Weichering_BellBeaker,Germany,4250.0,17830.0,low_snps:17830
I6535.AG,Poland_BellBeaker,Poland,4284.0,2980.0,low_snps:2980
I6538.AG,Poland_BellBeaker,Poland,3823.0,27091.0,low_snps:27091
I6585.AG,Spain_C,Spain,4181.0,10294.0,low_snps:10294
I6589.AG,Spain_C,Spain,4200.0,4658.0,low_snps:4658
I6605.AG,Spain_C,Spain,4335.0,13031.0,low_snps:13031
I6610.AG,Spain_C,Spain,3803.0,6477.0,low_snps:6477
I6613.AG,Spain_C,Spain,4100.0,12274.0,low_snps:12274
I6626.AG,Spain_C-oSteppe,Spain,4100.0,4602.0,qc_assessment:CRITICAL
I7556.AG,Belize_5600BP_Archaic_Maya,Belize,5630.0,8319.0,non_eurasian:Americas
Cuncaicha15-07.AG,Peru_9000BP,Peru,9005.0,957862.0,non_eurasian:Americas
Cuncaicha15-03.AG,Peru_4200BP,Peru,4115.0,831038.0,non_eurasian:Americas
I0038.AG,Peru_8600BP,Peru,8625.0,982782.0,non_eurasian:Americas
I0042.AG,Peru_LIP_600BP_LaGalgada,Peru,700.0,1046117.0,non_eurasian:Americas
I0044.AG,Peru_LIP_650BP,Peru,615.0,956435.0,non_eurasian:Americas
I0324.AG,Peru_EIP_1300BP,Peru,1095.0,51286.0,non_eurasian:Americas
I0520.AG,England_N,United Kingdom,5200.0,17237.0,low_snps:17237
I0589.AG,Tanzania_1300BP,Tanzania,1331.0,758073.0,non_eurasian:Africa
I0595.AG,Kenya_400BP,Kenya,402.0,152106.0,non_eurasian:Africa
I0987.AG,Russia_Chelyabinsk_MLBA_Sintashta,Russia,3825.0,395501.0,qc_assessment:CRITICAL
I10058.AG,Croatia_C_Lasinja,Croatia,6050.0,117253.0,qc_assessment:CRITICAL
I10067.AG,Croatia_C_Lasinja,Croatia,6075.0,23451.0,low_snps:23451
I10096.AG,Israel_MLBA,Israel,3500.0,6205.0,low_snps:6205
I10126.AG,DominicanRepublic_PreCeramic,Dominican Republic,3022.0,771173.0,non_eurasian:Americas
I10168.AG,NorthMacedonia_BA,North Macedonia,3050.0,6765.0,low_snps:6765
I10171.AG,NorthMacedonia_N,North Macedonia,3150.0,6428.0,low_snps:6428
I10267.AG,Israel_MLBA,Israel,3527.0,6995.0,low_snps:6995
I10269.AG,Israel_MLBA,Israel,3600.0,4974.0,low_snps:4974
I10282.AG,Spain_MLN,Spain,4900.0,6957.0,low_snps:6957
I10292.AG,Croatia_C_Lasinja,Croatia,6050.0,12042.0,low_snps:12042
I10295.AG,Croatia_C_Lasinja,Croatia,6050.0,19605.0,low_snps:19605
I10361.AG,Israel_MLBA,Israel,3500.0,26621.0,low_snps:26621
I1048.AG,Tanzania_1400BP,Tanzania,1357.0,169137.0,non_eurasian:Africa
I1069.AG,Israel_Natufian,Israel,12700.0,27653.0,low_snps:27653
I10719.AG,Kenya_PastoralN_Elmenteitan,Kenya,1969.0,565611.0,non_eurasian:Africa
I10973.AG,Vietnam_N,Vietnam,3850.0,5640.0,low_snps:5640
I11019.AG,Malawi_LSA_6000BP,Malawi,4300.0,6031.0,non_eurasian:Africa
I1126.AG,USA_Alaska_PaleoAleut,USA,965.0,106119.0,non_eurasian:Americas
I1135.AG,Vietnam_N,Vietnam,3715.0,21381.0,low_snps:21381
I11461.AG,Iran_ShahriSokhta_BA1-1,Iran,4600.0,2440.0,qc_assessment:CRITICAL
I11471.AG,Iran_ShahriSokhta_BA2-2,Iran,5115.0,27573.0,qc_assessment:CRITICAL
I1311.AG,Spain_EBA,Spain,3650.0,5519.0,low_snps:5519
I1368.AG,Vanuatu_2900BP,Vanuatu,2870.0,161841.0,non_eurasian:Oceania
I1369.AG,Vanuatu_2900BP,Vanuatu,2885.0,240348.0,non_eurasian:Oceania
I1369_alt.AG,Vanuatu_2900BP,Vanuatu,2885.0,29099.0,non_eurasian:Oceania
I1370.AG,Vanuatu_2900BP,Vanuatu,2945.0,208331.0,non_eurasian:Oceania
I1416.AG,Jordan_PPNB,Jordan,10050.0,11078.0,qc_assessment:CRITICAL
NEO234.AG,Russia_IA_OldBeringSea,Russia,2736.0,895059.0,non_eurasian:Americas
I1789.AG,Turkmenistan_BA-2,Turkmenistan,4082.0,43312.0,qc_assessment:CRITICAL
I1952.AG,Iran_GanjDareh_N,Iran,9952.0,208641.0,qc_assessment:CRITICAL
I1982.AG,Spain_MBA,Spain,3558.0,16376.0,low_snps:16376
I2005.AG,Germany_HalberstadtSonntagsfeld_EN_LBK,Germany,7100.0,10817.0,low_snps:10817
I2016.AG,Germany_HalberstadtSonntagsfeld_EN_LBK,Germany,7125.0,27670.0,low_snps:27670
I2017.AG,Germany_HalberstadtSonntagsfeld_EN_LBK,Germany,7125.0,23175.0,low_snps:23175
I2021.AG,Germany_HalberstadtSonntagsfeld_EN_LBK,Germany,7125.0,14554.0,low_snps:14554
I2122.AG,Turkmenistan_BA1-2,Turkmenistan,4023.0,17730.0,low_snps:17730
I2181_alt.AG,Bulgaria_Smyadovo_C-oSteppe,Bulgaria,6458.0,117024.0,qc_assessment:CRITICAL
I2215.AG,Bulgaria_MalakPreslavets_N,Bulgaria,7976.0,129219.0,qc_assessment:CRITICAL
I2230.AG,Argentina_BuenosAires_7700BP,Argentina,8574.0,827600.0,non_eurasian:Americas
I2232.AG,Argentina_BuenosAires_7700BP,Argentina,8373.0,33148.0,non_eurasian:Americas
I2233.AG,Peru_EarlyHorizon_2250BP_Paracas,Peru,1915.0,15587.0,non_eurasian:Americas
I2236.AG,Peru_LIP,Peru,650.0,235910.0,non_eurasian:Americas
I2237.AG,Peru_EIP_1300BP,Peru,1335.0,391896.0,non_eurasian:Americas
I2238.AG,Peru_EIP_Moche,Peru,1550.0,125230.0,non_eurasian:Americas
I2241.AG,Peru_MHorizon_LIP_Lambayeque,Peru,925.0,794540.0,non_eurasian:Americas
I2242.AG,Peru_MHorizon_LIP_850BP,Peru,685.0,390819.0,non_eurasian:Americas
I2243.AG,Peru_MHorizon_LIP_Lambayeque,Peru,925.0,81333.0,non_eurasian:Americas
I2244.AG,Peru_MHorizon_LIP_Lambayeque,Peru,925.0,648184.0,non_eurasian:Americas
I2250.AG,Peru_LIP_Chimu,Peru,700.0,282767.0,non_eurasian:Americas
I2251.AG,Peru_LIP_Chimu,Peru,700.0,695399.0,non_eurasian:Americas
I2252.AG,Peru_MHorizon,Peru,1025.0,393223.0,non_eurasian:Americas
I2253.AG,Peru_MHorizon_WariHighlands,Peru,1025.0,11713.0,non_eurasian:Americas
I2261.AG,Peru_4100BP_LaGalgada,Peru,4105.0,934074.0,non_eurasian:Americas
I2262.AG,Peru_EIP_Moche,Peru,1550.0,126141.0,non_eurasian:Americas
I2263.AG,Peru_EIP_1300BP,Peru,1095.0,481198.0,non_eurasian:Americas
I2264.AG,Peru_LIP_Chimu,Peru,700.0,710934.0,non_eurasian:Americas
I2268.AG,Peru_LateArchaic_4500BP,Peru,4150.0,21087.0,non_eurasian:Americas
I2298.AG,Tanzania_600BP,Tanzania,590.0,693994.0,non_eurasian:Africa
I2328.AG,Iran_HajjiFiruz_N,Iran,7900.0,27960.0,low_snps:27960
I2351.AG,Hungary_C_Balaton_Lasinja,Hungary,6050.0,23259.0,low_snps:23259
I2359.AG,Hungary_LN_Tisza,Hungary,6700.0,34737.0,qc_assessment:CRITICAL
I2374.AG,Hungary_EN_Koros,Hungary,7700.0,25638.0,low_snps:25638
I2383.AG,Hungary_MN_AVK,Hungary,7050.0,62056.0,qc_assessment:CRITICAL
I2407.AG,Poland_GlobularAmphora,Poland,4955.0,16115.0,low_snps:16115
I2435.AG,Poland_GlobularAmphora,Poland,4950.0,26168.0,low_snps:26168
I2460.AG,England_EBA_C,United Kingdom,3875.0,24325.0,low_snps:24325
I0697.AG,Bulgaria_Yabalkovo_N,Bulgaria,7641.0,3842.0,low_snps:3842
I2537.AG,Chile_PicaOchoPica8_700BP,Chile,645.0,530176.0,non_eurasian:Americas
I2538.AG,Chile_CaletaHuelen_1100BP,Chile,1101.0,172494.0,non_eurasian:Americas
I2539.AG,Chile_CaletaHuelen_1100BP,Chile,990.0,67197.0,non_eurasian:Americas
I2540.AG,Chile_CaletaHuelen_1100BP,Chile,1000.0,437794.0,non_eurasian:Americas
I2543.AG,Peru_MiddleHolocene_1000BP,Peru,945.0,11283.0,non_eurasian:Americas
I2544.AG,Peru_LIP,Peru,675.0,827746.0,non_eurasian:Americas
I2545.AG,Peru_LateHolocene_Inca,Peru,450.0,207749.0,non_eurasian:Americas
I2549.AG,Peru_LIP_550BP,Peru,540.0,502664.0,non_eurasian:Americas
I2550.AG,Peru_MiddleHolocene_950BP,Peru,935.0,45283.0,non_eurasian:Americas
I2551.AG,Peru_900BP,Peru,825.0,794402.0,non_eurasian:Americas
I2657.AG,Scotland_N,United Kingdom,5814.0,150086.0,qc_assessment:CRITICAL
I2703.AG,USA_California_LateHolocene_Chumash_Barbareno,USA,600.0,787594.0,non_eurasian:Americas
I2707.AG,USA_California_LateHolocene_Chumash_Barbareno,USA,600.0,819734.0,non_eurasian:Americas
I2715.AG,USA_NewMexico_Chaco,USA,943.0,170677.0,non_eurasian:Americas
I2716.AG,USA_NewMexico_Chaco,USA,934.0,230872.0,non_eurasian:Americas
I2717.AG,USA_NewMexico_Chaco,USA,859.0,144796.0,non_eurasian:Americas
I2718.AG,USA_NewMexico_Chaco,USA,1018.0,43417.0,non_eurasian:Americas
I2719.AG,USA_NewMexico_Chaco,USA,937.0,101161.0,non_eurasian:Americas
I2726.AG,Vietnam_N,Vietnam,3850.0,11253.0,low_snps:11253
I2824.AG,Scotland_LIA,United Kingdom,1908.0,132344.0,qc_assessment:CRITICAL
I2947.AG,Vietnam_N,Vietnam,3850.0,52762.0,qc_assessment:CRITICAL
I2966.AG,Malawi_LSA_8500BP,Malawi,8895.0,611593.0,non_eurasian:Africa
I2967.AG,Malawi_LSA_8500BP,Malawi,8018.0,97706.0,non_eurasian:Africa
I3023.AG,Wales_N,United Kingdom,5300.0,126916.0,qc_assessment:CRITICAL
I3209.AG,Spain_Mesolithic,Spain,7815.0,24574.0,low_snps:24574
I3261.AG,Pakistan_IA,Pakistan,2925.0,25437.0,low_snps:25437
I3300.AG,Turkey_Ancient,Turkey,2350.0,7702.0,low_snps:7702
I3365.AG,Turkmenistan_BA1-1,Turkmenistan,4050.0,14375.0,low_snps:14375
I3442.AG,Belize_Archaic_5300BP_Maya,Belize,4998.0,984255.0,non_eurasian:Americas
I3443.AG,Belize_9400BP_Archaic_Maya,Belize,9301.0,458475.0,non_eurasian:Americas
I3453.AG,Kazakhstan_LBA,Kazakhstan,3100.0,8996.0,qc_assessment:CRITICAL
I3456.AG,Kazakhstan_LBA,Kazakhstan,2994.0,21458.0,qc_assessment:CRITICAL
I3584.AG,Spain_LateAntiquity,Spain,1400.0,74641.0,qc_assessment:CRITICAL
I3726.AG,Tanzania_3000BP,Tanzania,3023.0,847763.0,non_eurasian:Africa
I3807.AG,Spain_NazariPeriod_Muslim,Spain,400.0,152206.0,qc_assessment:CRITICAL
I3921.AG,Vanuatu_1300BP,Vanuatu,1260.0,1020582.0,non_eurasian:Oceania
I4096.AG,Vanuatu_1300BP,Vanuatu,1305.0,985314.0,non_eurasian:Oceania
I4105.AG,Vanuatu_150BP,Vanuatu,150.0,991111.0,non_eurasian:Oceania
I4106.AG,Vanuatu_150BP,Vanuatu,140.0,1004313.0,non_eurasian:Oceania
I4158.AG,Uzbekistan_BA-o,Uzbekistan,3400.0,10823.0,low_snps:10823
I4248.AG,Germany_IrlbachLKR_BellBeaker,Germany,4200.0,25765.0,low_snps:25765
I4383.AG,Italy_Sicily_EBA,Italy,3950.0,15838.0,low_snps:15838
I4421.AG,Malawi_LSA_5200BP,Malawi,5150.0,215270.0,non_eurasian:Africa
I4422.AG,Malawi_LSA_5200BP,Malawi,5156.0,51565.0,non_eurasian:Africa
I4426.AG,Malawi_LSA_2500BP,Malawi,2408.0,1016901.0,non_eurasian:Africa
I4427.AG,Malawi_LSA_6000BP,Malawi,6009.0,247169.0,non_eurasian:Africa
I4450.AG,Vanuatu_150BP,Vanuatu,215.0,802496.0,non_eurasian:Oceania
I4451.AG,Vanuatu_2300BP,Vanuatu,2260.0,750176.0,non_eurasian:Oceania
I4468.AG,Malawi_LSA_6000BP,Malawi,6039.0,179116.0,non_eurasian:Africa
I4567.AG,Kazakhstan_MLBA,Kazakhstan,3626.0,200466.0,qc_assessment:CRITICAL
I4617.AG,Turkey_BA,Turkey,5000.0,13493.0,low_snps:13493
I4620.AG,Turkey_BA,Turkey,4660.0,15736.0,low_snps:15736
I4621.AG,Turkey_EBA,Turkey,4571.0,5452.0,low_snps:5452
I4664.AG,Serbia_IronGates_ImperialRoman,Serbia,1724.0,21355.0,low_snps:21355
I4665.AG,Serbia_IronGates_N,Serbia,8006.0,23596.0,low_snps:23596
I4785.AG,Kazakhstan_MLBA,Kazakhstan,2675.0,3661.0,qc_assessment:CRITICAL
I4936.AG,Italy_Sicily_BellBeaker,Italy,4150.0,24332.0,low_snps:24332
I4947.AG,Czechia_BellBeaker,Czechia,4300.0,6831.0,low_snps:6831
I4972.AG,Hungary_EN_Koros-oWHG,Hungary,7700.0,9532.0,low_snps:9532
I5019.AG,Germany_KunzingBruck_BellBeaker,Germany,4200.0,9765.0,low_snps:9765
I5037.AG,Czechia_EBA_Protounetice,Czechia,4100.0,20139.0,low_snps:20139
I5116.AG,Hungary_LateC_Baden-o,Hungary,5100.0,16888.0,low_snps:16888
I5259.AG,Vanuatu_500BP,Vanuatu,480.0,812165.0,non_eurasian:Oceania
I5319.AG,USA_Alaska_Ancient_1100BP_Athabaskan,USA,725.0,997159.0,non_eurasian:Americas
I5320.AG,USA_Alaska_Ancient_1100BP_Athabaskan,USA,725.0,1003285.0,non_eurasian:Americas
I5321.AG,USA_Alaska_Ancient_1100BP_Athabaskan,USA,725.0,1020106.0,non_eurasian:Americas
I5454.AG,Belize_Archaic_5300BP_Maya,Belize,5038.0,647441.0,non_eurasian:Americas
I5455.AG,Belize_Archaic_4400BP_Maya,Belize,4472.0,755105.0,non_eurasian:Americas
I5456.AG,Belize_7400BP_Archaic_Maya,Belize,7368.0,478056.0,non_eurasian:Americas
I5457.AG,Belize_7400BP_Archaic_Maya,Belize,7376.0,301437.0,non_eurasian:Americas
I5522.AG,Germany_AugsburgHugoEckenerStrasse_BellBeaker,Germany,4250.0,10300.0,low_snps:10300
I5526.AG,Germany_DGFLan_BellBeaker,Germany,4250.0,10708.0,low_snps:10708
I5527.AG,Germany_ManchingOberstimm_BellBeaker,Germany,4250.0,24555.0,low_snps:24555
I5530.AG,Germany_Weichering_BellBeaker,Germany,4250.0,3423.0,low_snps:3423
I5762.AG,Kazakhstan_MBA,Kazakhstan,3500.0,6273.0,low_snps:6273
I5868.AG,Ukraine_Zaporizhia_N,Ukraine,7313.0,21504.0,low_snps:21504
I5873.AG,Ukraine_Zaporizhia_N,Ukraine,7334.0,23094.0,low_snps:23094
mota.AG,Ethiopia_MotaCave_4500BP,Ethiopia,4470.0,654586.0,non_eurasian:Africa
I6117.AG,Turkmenistan_BA1-1,Turkmenistan,3850.0,9376.0,low_snps:9376
I6118.AG,Turkmenistan_BA1-1,Turkmenistan,4000.0,4140.0,low_snps:4140
I6120.AG,Turkmenistan_BA1-1,Turkmenistan,4000.0,3142.0,low_snps:3142
I6122.AG,Turkmenistan_BA1-1,Turkmenistan,4000.0,8937.0,low_snps:8937
I6125.AG,Turkmenistan_BA1-1,Turkmenistan,4000.0,6687.0,low_snps:6687
I6126.AG,Turkmenistan_BA1-1,Turkmenistan,4000.0,8787.0,low_snps:8787
I6127.AG,Turkmenistan_BA1-1,Turkmenistan,4000.0,3551.0,low_snps:3551
I6217.AG,Turkmenistan_BA1-1,Turkmenistan,4139.0,16491.0,low_snps:16491
I6235.AG,Belize_Archaic_4600BP_Maya,Belize,4523.0,771733.0,non_eurasian:Americas
I6236.AG,Belize_Archaic_4400BP_Maya,Belize,4482.0,839995.0,non_eurasian:Americas
I6302.AG,Russia_Saratov_Eneolithic,Russia,7081.0,25358.0,low_snps:25358
I6310.AG,Turkmenistan_BA1-1,Turkmenistan,4000.0,14544.0,low_snps:14544
I6312.AG,Turkmenistan_BA1-1,Turkmenistan,4000.0,7823.0,low_snps:7823
I6318.AG,Turkmenistan_BA1-1,Turkmenistan,4000.0,8021.0,low_snps:8021
I6324.AG,Sudan_Kulubnarti21S46_KulubnartiS_Christian,Sudan,1127.0,520170.0,non_eurasian:Africa
I6325.AG,Sudan_Kulubnarti21S46_KulubnartiS_Christian,Sudan,1223.0,533216.0,non_eurasian:Africa
I6326.AG,Sudan_Kulubnarti21S46_KulubnartiS_Christian,Sudan,1230.0,736056.0,non_eurasian:Africa
I6327.AG,Sudan_Kulubnarti21R2_KulubnartiR_Christian,Sudan,990.0,381224.0,non_eurasian:Africa
I6328.AG,Sudan_Kulubnarti21R2_KulubnartiR_Christian-oNilotic,Sudan,1031.0,182983.0,non_eurasian:Africa
I6330.AG,Sudan_Kulubnarti21R2_KulubnartiR_Christian,Sudan,1214.0,274495.0,non_eurasian:Africa
I6332.AG,Sudan_Kulubnarti21S46_KulubnartiS_Christian,Sudan,1112.0,628758.0,non_eurasian:Africa
I6333.AG,Sudan_Kulubnarti21S46_KulubnartiS_Christian,Sudan,1177.0,115847.0,non_eurasian:Africa
I6334.AG,Sudan_Kulubnarti21S46_KulubnartiS_Christian,Sudan,1102.0,365121.0,non_eurasian:Africa
I6336.AG,Sudan_Kulubnarti21S46_KulubnartiS_Christian,Sudan,1049.0,623638.0,non_eurasian:Africa
I6337.AG,Sudan_Kulubnarti21S46_KulubnartiS_Christian,Sudan,1238.0,585511.0,non_eurasian:Africa
I6338.AG,Sudan_Kulubnarti21S46_KulubnartiS_Christian,Sudan,1239.0,578501.0,non_eurasian:Africa
I6340.AG,Sudan_Kulubnarti21R2_KulubnartiR_Christian,Sudan,1090.0,303839.0,non_eurasian:Africa
I6463.AG,Jordan_LBA,Jordan,3300.0,8373.0,low_snps:8373
I6491.AG,Spain_LateAntiquity_ImperialRoman,Spain,1600.0,20836.0,low_snps:20836
I6492.AG,Spain_LateAntiquity_ImperialRoman,Spain,1600.0,9228.0,low_snps:9228
I6661.AG,Romania_EN-oIran,Romania,7506.0,18766.0,low_snps:18766
I6670.AG,Turkmenistan_EBA,Turkmenistan,4450.0,2453.0,qc_assessment:CRITICAL
I3004.AG,England_Mesolithic-1,United Kingdom,10393.0,112612.0,qc_assessment:CRITICAL
I6748.AG,England_EN-o,United Kingdom,5813.0,23475.0,low_snps:23475
I6776.AG,England_BellBeaker,United Kingdom,4150.0,230611.0,qc_assessment:CRITICAL
I6836.AG,Russia_Omsk_EBA_Okunevsky,Russia,3825.0,17140.0,low_snps:17140
I6882_d.AG,Russia_Rostov_EBA_Don_Yamnaya,Russia,4850.0,10335.0,low_snps:10335
I6913.AG,Austria_N_LBK-oHG,Austria,7366.0,7303.0,low_snps:7303
I6922.AG,Israel_MLBA,Israel,3725.0,27831.0,low_snps:27831
I6924.AG,Israel_MLBA,Israel,3725.0,21774.0,low_snps:21774
I6925.AG,Israel_MLBA,Israel,3725.0,9529.0,low_snps:9529
I6928.AG,Israel_MLBA,Israel,3725.0,23758.0,low_snps:23758
I6932.AG,Israel_MLBA,Israel,3725.0,5573.0,low_snps:5573
