chromosome	test_id	label	estimate	se	z	n_snp	interpretation
11	primary_denisovan_lineage	D(Target,Altai;Denisova replicate,Chimp)	0.9532120311919792	0.00900571196188468	105.8452718925839	28428	Positive values distinguish the target's Denisovan lineage from Neanderthal.
11	denisova25_denisovan_lineage	D(Denisova25,Altai;Denisova replicate,Chimp)	0.8385685884691849	0.022425239653397305	37.39396329448574	26989	Tests whether the provisional Denisova 25 genome falls on the Denisovan side.
12	f1_neanderthal_parent_signal	D(Denisova11,Denisova replicate;Altai,Chimp)	0.833434650455927	0.017347839997742764	48.04256037433885	20564	Positive values recover the Neanderthal-parent contribution in Denisova 11.
12	technical_replicate_neanderthal_balance	D(Target,Denisova replicate;Altai,Chimp)	0.4494949494949495	0.1146211414015212	3.921571047005679	27567	Expected near zero if the two call sets for Denisova 3 are technically balanced.
12	primary_denisovan_lineage	D(Target,Altai;Denisova replicate,Chimp)	0.9554192229038855	0.01053619845031252	90.67969129563484	27567	Positive values distinguish the target's Denisovan lineage from Neanderthal.
12	denisova25_denisovan_lineage	D(Denisova25,Altai;Denisova replicate,Chimp)	0.8112522686025408	0.022395354830116135	36.22413106451924	26046	Tests whether the provisional Denisova 25 genome falls on the Denisovan side.
13	f1_neanderthal_parent_signal	D(Denisova11,Denisova replicate;Altai,Chimp)	0.8791593695271454	0.024542668450650975	35.82166997426991	13195	Positive values recover the Neanderthal-parent contribution in Denisova 11.
13	technical_replicate_neanderthal_balance	D(Target,Denisova replicate;Altai,Chimp)	0.3877551020408163	0.12196148367688077	3.1793242452520265	17829	Expected near zero if the two call sets for Denisova 3 are technically balanced.
13	primary_denisovan_lineage	D(Target,Altai;Denisova replicate,Chimp)	0.9502762430939227	0.014758311326667708	64.3892259798592	17829	Positive values distinguish the target's Denisovan lineage from Neanderthal.
13	denisova25_denisovan_lineage	D(Denisova25,Altai;Denisova replicate,Chimp)	0.7901085645355851	0.04276809549471377	18.474251785030837	16816	Tests whether the provisional Denisova 25 genome falls on the Denisovan side.
14	f1_neanderthal_parent_signal	D(Denisova11,Denisova replicate;Altai,Chimp)	0.8460144927536232	0.027958880687622874	30.2592404254633	14111	Positive values recover the Neanderthal-parent contribution in Denisova 11.
14	technical_replicate_neanderthal_balance	D(Target,Denisova replicate;Altai,Chimp)	0.497907949790795	0.10949365564364269	4.54736803574522	18947	Expected near zero if the two call sets for Denisova 3 are technically balanced.
14	primary_denisovan_lineage	D(Target,Altai;Denisova replicate,Chimp)	0.9663865546218487	0.009540624012821389	101.29175547879758	18947	Positive values distinguish the target's Denisovan lineage from Neanderthal.
14	denisova25_denisovan_lineage	D(Denisova25,Altai;Denisova replicate,Chimp)	0.8194945848375451	0.026638692495690203	30.76331861896483	17979	Tests whether the provisional Denisova 25 genome falls on the Denisovan side.
15	f1_neanderthal_parent_signal	D(Denisova11,Denisova replicate;Altai,Chimp)	0.84360625574977	0.03713923100464766	22.71469367915022	13665	Positive values recover the Neanderthal-parent contribution in Denisova 11.
15	technical_replicate_neanderthal_balance	D(Target,Denisova replicate;Altai,Chimp)	0.22709163346613545	0.09194949541210243	2.4697431176576696	18428	Expected near zero if the two call sets for Denisova 3 are technically balanced.
15	primary_denisovan_lineage	D(Target,Altai;Denisova replicate,Chimp)	0.9454443194600675	0.012245885833802924	77.20505746103812	18428	Positive values distinguish the target's Denisovan lineage from Neanderthal.
15	denisova25_denisovan_lineage	D(Denisova25,Altai;Denisova replicate,Chimp)	0.8	0.03387590695001574	23.615603891592	17484	Tests whether the provisional Denisova 25 genome falls on the Denisovan side.
16	f1_neanderthal_parent_signal	D(Denisova11,Denisova replicate;Altai,Chimp)	0.8445229681978799	0.025730171318496992	32.82228313772502	13713	Positive values recover the Neanderthal-parent contribution in Denisova 11.
16	technical_replicate_neanderthal_balance	D(Target,Denisova replicate;Altai,Chimp)	0.5563380281690141	0.07486950762071791	7.430769158886042	18585	Expected near zero if the two call sets for Denisova 3 are technically balanced.
16	primary_denisovan_lineage	D(Target,Altai;Denisova replicate,Chimp)	0.9645469893078221	0.006904960462388136	139.68899526098457	18585	Positive values distinguish the target's Denisovan lineage from Neanderthal.
16	denisova25_denisovan_lineage	D(Denisova25,Altai;Denisova replicate,Chimp)	0.8412121212121212	0.02342127197116742	35.916585668262975	17607	Tests whether the provisional Denisova 25 genome falls on the Denisovan side.
17	f1_neanderthal_parent_signal	D(Denisova11,Denisova replicate;Altai,Chimp)	0.8686296715741789	0.025839148173651096	33.6168075563708	11677	Positive values recover the Neanderthal-parent contribution in Denisova 11.
17	technical_replicate_neanderthal_balance	D(Target,Denisova replicate;Altai,Chimp)	0.4681647940074906	0.09397849166839513	4.981616385794091	15680	Expected near zero if the two call sets for Denisova 3 are technically balanced.
17	primary_denisovan_lineage	D(Target,Altai;Denisova replicate,Chimp)	0.9489575844716032	0.013584140232453237	69.85775825579987	15680	Positive values distinguish the target's Denisovan lineage from Neanderthal.
17	denisova25_denisovan_lineage	D(Denisova25,Altai;Denisova replicate,Chimp)	0.7878787878787878	0.039325754715636235	20.034676856831457	14809	Tests whether the provisional Denisova 25 genome falls on the Denisovan side.
18	f1_neanderthal_parent_signal	D(Denisova11,Denisova replicate;Altai,Chimp)	0.8137730358874878	0.029075358432797193	27.988409421276355	13138	Positive values recover the Neanderthal-parent contribution in Denisova 11.
18	technical_replicate_neanderthal_balance	D(Target,Denisova replicate;Altai,Chimp)	0.3574660633484163	0.08011923146044132	4.461676139828104	17674	Expected near zero if the two call sets for Denisova 3 are technically balanced.
18	primary_denisovan_lineage	D(Target,Altai;Denisova replicate,Chimp)	0.9604015616285555	0.007855461805036905	122.25908361144957	17674	Positive values distinguish the target's Denisovan lineage from Neanderthal.
18	denisova25_denisovan_lineage	D(Denisova25,Altai;Denisova replicate,Chimp)	0.8213851761846902	0.03436500387670972	23.901792042030575	16805	Tests whether the provisional Denisova 25 genome falls on the Denisovan side.
19	f1_neanderthal_parent_signal	D(Denisova11,Denisova replicate;Altai,Chimp)	0.9086538461538461	0.022309142372400444	40.730111045325486	5644	Positive values recover the Neanderthal-parent contribution in Denisova 11.
19	technical_replicate_neanderthal_balance	D(Target,Denisova replicate;Altai,Chimp)	0.4838709677419355	0.14614918932077683	3.310801585631153	7607	Expected near zero if the two call sets for Denisova 3 are technically balanced.
19	primary_denisovan_lineage	D(Target,Altai;Denisova replicate,Chimp)	0.9666203059805285	0.010243173120888351	94.36727218925469	7607	Positive values distinguish the target's Denisovan lineage from Neanderthal.
19	denisova25_denisovan_lineage	D(Denisova25,Altai;Denisova replicate,Chimp)	0.8461538461538461	0.03492649884304701	24.22670104885976	7081	Tests whether the provisional Denisova 25 genome falls on the Denisovan side.
20	f1_neanderthal_parent_signal	D(Denisova11,Denisova replicate;Altai,Chimp)	0.8232558139534883	0.02865263383390844	28.732291025169953	11666	Positive values recover the Neanderthal-parent contribution in Denisova 11.
20	technical_replicate_neanderthal_balance	D(Target,Denisova replicate;Altai,Chimp)	0.45454545454545453	0.07080811528703414	6.419397730088821	15747	Expected near zero if the two call sets for Denisova 3 are technically balanced.
20	primary_denisovan_lineage	D(Target,Altai;Denisova replicate,Chimp)	0.9572538860103627	0.009732026633580465	98.36120697690525	15747	Positive values distinguish the target's Denisovan lineage from Neanderthal.
20	denisova25_denisovan_lineage	D(Denisova25,Altai;Denisova replicate,Chimp)	0.8222996515679443	0.027406352239137087	30.00398025949896	15014	Tests whether the provisional Denisova 25 genome falls on the Denisovan side.
21	f1_neanderthal_parent_signal	D(Denisova11,Denisova replicate;Altai,Chimp)	0.812133072407045	0.04320980613798713	18.795110300045355	6077	Positive values recover the Neanderthal-parent contribution in Denisova 11.
21	technical_replicate_neanderthal_balance	D(Target,Denisova replicate;Altai,Chimp)	0.36283185840707965	0.1161098134123331	3.124902605075928	8134	Expected near zero if the two call sets for Denisova 3 are technically balanced.
21	primary_denisovan_lineage	D(Target,Altai;Denisova replicate,Chimp)	0.9583815028901734	0.01108622407356036	86.44796429614178	8134	Positive values distinguish the target's Denisovan lineage from Neanderthal.
21	denisova25_denisovan_lineage	D(Denisova25,Altai;Denisova replicate,Chimp)	0.726027397260274	0.04701631202257369	15.44203205286902	7694	Tests whether the provisional Denisova 25 genome falls on the Denisovan side.
22	f1_neanderthal_parent_signal	D(Denisova11,Denisova replicate;Altai,Chimp)	0.8115942028985508	0.04517487693487593	17.965609603509144	5669	Positive values recover the Neanderthal-parent contribution in Denisova 11.
22	technical_replicate_neanderthal_balance	D(Target,Denisova replicate;Altai,Chimp)	0.48905109489051096	0.12132452377898775	4.030933562792273	7699	Expected near zero if the two call sets for Denisova 3 are technically balanced.
22	primary_denisovan_lineage	D(Target,Altai;Denisova replicate,Chimp)	0.9511854951185496	0.0160822357542547	59.14510330859345	7699	Positive values distinguish the target's Denisovan lineage from Neanderthal.
22	denisova25_denisovan_lineage	D(Denisova25,Altai;Denisova replicate,Chimp)	0.8208469055374593	0.03503101359453087	23.432005566222383	7259	Tests whether the provisional Denisova 25 genome falls on the Denisovan side.
